Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_635,Monocyte,Batch1,Disease,46.71408200704386,62.693719340545,57.673750164763206,35.03214082903831,49.875893693002624,65.46525483386579,69.91849378440165,49.12179014169493,,,43.124083891948885,55.065016935746996,44.18124230833594,50.00949121581362,43.26709385670798,47.793137913024864,43.565989262822626,64.02676758215674,49.81678039848901,44.6320592379568
Cell_636,Monocyte,Batch3,Healthy,57.2650889111285,error,32.72911253517955,46.04279581105022,48.063442723909205,43.947413263514235,52.20327507279089,56.5805781030338,,49.469547053378115,64.70695633142043,55.45934010339893,53.6460162944337,49.36672279580006,41.24132032574714,48.35773071258686,41.693755740192614,53.06358879029988,50.622428225489415,54.756378009097105
Cell_637,Monocyte,Batch2,Healthy,39.03445137302661,51.78223375721205,45.31789975840625,43.07540053554062,57.26990658704154,46.9516951032977,40.88340157425763,48.24075930453278,52.08252810805342,,57.31398560925998,65.42220280984641,38.59199412638834,46.401724490099866,49.45014811508332,44.15306758533684,57.42356820291333,44.69504126858861,67.37198960279562,55.59311322196167
Cell_638,T-cell,Batch1,Disease,51.66280922581984,43.58978781698431,57.78943714030318,56.313302068947024,44.73442270410639,47.898649327673674,42.31506458218313,52.88751815297053,46.53948249372816,60.92363957348194,32.27681448520145,54.53409657339634,49.637302451723784,39.85107787833513,51.63016010114513,47.0376547886692,56.4292813799331,45.572518192884985,50.09614553851525,48.49462005859119
Cell_639,T-cell,Batch1,Disease,46.022080570077556,,39.543652566767435,40.93897404770293,50.12557119951811,24.37699136827937,62.099775242755726,53.18568531884978,41.64063628537805,50.63155806038882,60.840163336559606,44.804312197102114,32.654613612935265,46.38207105469025,71.83120146947309,,51.68560787769586,43.49324246481529,38.01564637388759,57.299982365167814
Cell_640,B-cell,Batch3,Healthy,49.56083532359201,39.892663967400175,57.48696496039759,47.89511401039196,58.64318365147168,57.44346408814008,56.739131819165316,51.987244247261955,43.53202989252539,50.91442300035007,34.04740566404627,54.585455513231366,53.276092581917034,48.130793335339426,57.33297913241595,48.860713968383656,43.66745123727496,49.68687061644076,35.48216348524328,45.24153683464571
Cell_641,NK,Batch1,Disease,error,40.06874446863594,39.7135480774804,54.001693799303176,50.160678197853066,error,35.84384526942375,40.14518136750303,43.13681059760801,58.56531641798446,66.2836116861902,51.42959409662791,47.986102515644426,50.266074773971745,40.0319754743485,48.52315826015744,55.73947184842706,43.1704185913185,58.544544813422334,47.79924679420869
Cell_642,Monocyte,Batch1,Healthy,42.09891113048482,51.787781833700016,49.20133557290941,52.22655601141459,68.88591304706512,50.19167928544353,40.02126514169214,44.801327658548345,59.541916528398545,65.69587108967949,,57.27116298528596,54.164795207899864,43.79508425919421,46.258947464205164,43.313214878914714,34.167342863992275,58.78108462682948,50.04816824578974,64.1629021414575
Cell_643,B-cell,Batch3,Disease,61.9299493015578,59.39537790917247,40.759603613157864,45.88420154629307,49.60161251469087,29.577318477057144,63.533080091976814,59.36388624063345,40.89321219255161,52.7848027387207,,56.292275039957,66.34861919585552,59.053208568499855,52.050894923538166,48.61467180867494,51.67509566943629,65.1998278655911,41.9934994922054,45.606135850069585
Cell_644,B-cell,Batch1,Healthy,47.41644157507794,64.50635441640927,44.25839470784729,64.39301512237017,25.184828823883855,59.110245888855886,57.113485107640486,36.80406387661101,38.62901129675814,56.13374323250391,68.70749916083884,35.745945058945175,28.29157569948833,56.009451271257255,60.35437939170281,,42.04706360531166,44.32640075051351,52.59464711125858,52.32222835744537
Cell_645,B-cell,Batch1,Healthy,46.11488597097431,52.15264371913524,39.81158752043123,39.90190888356526,error,50.9799799219284,47.87861265370844,54.17407545374556,56.20210013317343,51.72452423546386,error,55.86684516184508,62.12049181558646,40.979656196858556,52.348113417182596,42.51232871313499,50.641366446132025,,41.47118023157314,59.48397869402963
Cell_646,Monocyte,Batch1,Disease,,37.255508728358166,52.529371559523646,37.63203580909912,53.419273250285386,50.70826761125484,59.86004655126929,55.05541280591203,51.454457044336344,66.24342706582065,32.84921902807526,45.73859756442653,64.40261184268638,51.8751182193529,51.39476856251492,44.30438729161722,38.32438998015121,31.08389489239479,51.668570249425656,error
Cell_647,Monocyte,Batch3,Healthy,43.489177935855885,39.09683218441887,,44.07089122468051,56.10888910400989,54.186735769862004,40.931170738921054,36.59259870632797,29.44197952899593,47.718507537946884,63.62269420089541,47.39458309232993,55.24519672031051,61.756358124234815,62.30790993440995,48.62920027280841,58.39749630798731,73.98535343398257,41.639245496221356,42.42414690763268
Cell_648,NK,Batch3,Healthy,62.30923025529539,39.36249679442814,63.50734955255198,42.94888883392483,51.13207751011142,error,47.01150018057645,49.84785773495214,39.58898043843187,63.3449051406418,43.76641553535167,,50.18432643586936,,41.936676298041554,53.160675488453634,43.62734280431353,44.24612976945755,47.67929925236204,59.273530698581936
Cell_649,Monocyte,Batch3,Disease,43.84123291433164,53.96226642800019,38.19054033134839,46.92311714629876,,error,39.654830994829425,,32.782654685606026,64.676429587145,41.54347580364135,43.36176646072013,55.92413061882376,45.58182618039401,49.8903596967017,51.63668337395367,30.764523477817498,56.10058961956705,50.28436024042438,43.44110759629684
Cell_650,T-cell,Batch1,Healthy,61.81591237938993,43.94633629155262,,44.93012584399521,41.26884403902477,63.49518626935239,54.45408751543337,57.09562070587447,58.129434398646275,48.38228809992358,46.992376249293436,32.47895426600889,57.20312593476128,60.47733417157165,47.79099164743124,35.57722085465331,43.07136495187525,55.473011781624564,46.0951049368803,error
Cell_651,NK,Batch1,Healthy,41.25183427868478,61.2778347805679,35.95855478814454,42.796537623808305,61.44836204694309,47.17227004795628,60.71058557961929,53.554032209690504,,53.10574806261409,46.18154055292104,42.78760218718714,66.01138729714991,47.98119511846412,40.94568258896497,49.53327806801281,57.65144303639179,43.33925796860367,61.538352223978166,48.797394953953514
Cell_652,NK,Batch2,Healthy,51.18331751732033,58.36958836869095,50.024881013160545,37.285531563209375,53.14660275198844,43.536449125833386,46.152879084210575,48.48142440158951,44.68122586451049,46.65122175691422,49.84691548536048,59.81623305778949,40.366663327675305,61.17589887207906,47.890434624489856,66.12353667011348,52.69905779041061,51.10536006977923,51.446900213372814,37.88568843952188
Cell_653,T-cell,Batch3,Disease,,49.659968200227986,62.70749119909671,68.5526557071539,65.58473940444316,58.44616689568471,42.707998413887886,46.97910417645484,52.23402265333304,36.83577755083298,33.88273075854786,60.07929877935224,42.76926841937526,33.27364192608091,error,45.78671973943945,42.259865920771695,67.5849369163958,27.68835763697782,38.90137528291764
Cell_654,NK,Batch1,Healthy,,32.49773551134528,40.420091820370246,56.63171666717324,69.71584924702857,33.496592305238806,46.89238402996224,59.060336125152375,49.52295241670307,48.3478368666296,38.20208428547981,48.08730185727402,35.637994023358125,54.266468358473425,54.42912942989021,37.359444593577095,,40.44880503130891,49.77152244355209,47.0065286486365
Cell_655,Monocyte,Batch3,Healthy,43.31503374458992,45.239949628125686,,50.44873551480935,43.82338033211643,46.78519936225374,51.57147495056537,60.093217234734055,48.78628045303099,46.44225852414839,49.806591191089,32.300625237454426,50.39965750887102,50.88915059563119,,28.931523146382045,44.152657622174466,51.73887984875073,56.03913930292669,46.91460686229875
Cell_656,B-cell,Batch3,Healthy,30.100363591117937,43.145596340613054,55.00201608647745,36.83085850038822,55.729620616082926,55.297415402338515,39.96188387347688,31.31523461012491,31.22761549086064,50.50203906901195,61.682450609783,17.087452328731423,65.51596925826222,19.654447930191527,52.96800855171047,54.082514630471294,48.60132181021886,48.940093320371496,50.130645165640466,65.63944948721627
Cell_657,NK,Batch2,Healthy,35.225856150112804,,51.30735635195538,52.94822773371327,59.818265367379325,58.56016116282408,56.07575749397495,51.337453042261956,58.81974987833941,50.76805765281338,51.08828126777041,42.69630141130827,55.14946380461132,39.44909134772816,44.28353983129856,error,53.52490872175849,51.985199372192334,44.75012919534312,56.560713211323815
Cell_658,Monocyte,Batch1,Healthy,60.33038556551919,65.52764027182647,43.9688432201023,53.46065857905852,43.73644736897104,42.24678256357641,71.2243740163849,44.61123084810727,40.52928594419609,60.623879336143936,,52.696346568485595,53.45208815455621,50.64812139904405,38.61385095685808,51.27232229769782,46.36054026741577,44.890095351317655,61.470583075110156,56.710721200902256
Cell_659,Monocyte,Batch1,Disease,58.40513098359894,40.99859516536377,71.05762727866555,55.67875446755784,42.40464309156182,52.76042474645189,44.696210168492684,40.99340265650965,52.68844477929029,32.54440969265971,42.36175305092545,52.49710555735553,40.878677883194314,40.70182218232694,error,55.706003098994465,47.48989728922124,45.90460914869521,53.82899510949306,53.75747077304524
Cell_660,Monocyte,Batch2,Disease,,55.36095001548118,66.09607018396554,30.55252937251427,53.85485165041109,22.0288742484601,61.24279796246337,61.07338220436131,,47.469251579199636,52.00396017245089,44.37297345179067,54.896299822370516,36.287093755643085,44.394684504761486,49.55845732557546,35.82035551840009,53.3670922485613,35.761673525318855,
Cell_661,B-cell,Batch3,Healthy,51.81149694985318,58.61346807089243,61.165809323551564,40.32730743714322,45.24035900564171,56.71548156811037,36.13798981714483,61.17704613852688,39.62598724135643,44.40648183384115,59.61201585474357,54.39835011388693,,55.079427584348885,48.75219195962161,46.23747959449162,51.91357609242951,63.555439114114264,44.672294393927146,54.67909157441314
Cell_662,Unknown,Batch1,Disease,41.48122703356422,46.994866719475425,47.550243208523845,45.066857879209316,46.44836955409598,57.730682749221856,46.79347825191608,48.30981834900978,64.04762102763237,51.60364933843323,49.03630565066733,error,63.49284621320753,56.09898011349244,59.153850733179546,40.811393049395875,51.17019835314265,46.712357226765256,38.570710470132234,54.8585085289306
Cell_663,B-cell,Batch2,Disease,42.7673057304541,error,41.73011556068103,60.18680167698047,,53.274165803585234,39.3488616671,53.728717033793274,43.70444964049416,68.58620011314838,43.6270226716561,28.485888778787505,,45.083241957000546,58.958458362999544,64.13712228286406,54.11052824543292,51.866391577454735,error,54.94703081042072
Cell_664,T-cell,Batch1,Healthy,61.6053025666774,,39.43166036791003,error,34.58974566420135,27.986135436933168,55.13705320263431,,53.7634778449308,62.01713063108674,58.233474000513695,52.50969903613169,69.40149969357833,error,57.70740249823229,64.53060416597928,error,39.00029258584523,40.71472548282588,65.4600629425005
Cell_665,B-cell,Batch1,Disease,44.031016367489585,61.68704023744715,50.813760293711134,51.99845218904534,60.89084150173488,41.0957217922187,41.368957047258036,45.27162501561434,47.330058181012745,53.580157721344726,66.21558855295648,60.82548157235093,46.12704479425411,43.82847322645879,40.05547339990912,45.51722898604454,64.71206699760847,44.76721919486756,43.345325781235275,
Cell_666,T-cell,Batch1,Healthy,52.73376788355043,70.23844099553793,56.96386830819715,45.621273222319225,46.42518594756302,,,53.074103228574785,47.273029776767814,56.405722690457225,56.97018974259814,60.78515132578653,45.27146490709366,66.73089684457851,37.54719933420843,44.61833062661315,54.89537382984713,57.957441861471835,53.909870398098874,61.50298438265589
Cell_667,Unknown,Batch1,Healthy,57.671019135029134,56.354872546949295,42.325271332951814,38.14628899889686,57.78932323047594,54.497789105993256,41.562706138627135,53.46630248526549,50.27578674260241,31.51811333014828,45.983587340034354,,53.046411948762604,54.03689356004437,40.4176934580683,56.975577187038674,41.22761439934212,39.93935893248734,43.8697366869232,53.465200086864456
Cell_668,Unknown,Batch1,Healthy,66.74744310409888,error,43.67313301766472,46.43003342126556,,69.80912223575456,21.398265673455473,40.706431681142874,46.45830290487665,55.32417184007052,59.24868223742099,error,57.02412626562924,63.22448047864869,51.7690277809174,,35.58388180903292,37.544752977613776,53.6660241220052,49.25976171957026
Cell_669,Monocyte,Batch2,Disease,49.42713295643313,55.12057484596591,65.80631797970082,39.85904558952967,38.26619565681332,44.9522137079548,error,41.23534035643229,67.50911636346953,58.43087015029145,19.638360929139004,70.37517239462836,57.78710427978724,,73.58764327276907,32.22818363577973,70.86635603455773,39.34511176269681,60.68445454380175,43.6791832262026
Cell_670,Monocyte,Batch3,Disease,30.566322802497957,34.033538747166396,55.17283922844794,48.556726905259076,58.39219994540129,63.926676307216255,62.267773726973616,52.67068003174601,,38.43264085800767,45.51727747578358,48.18091256542615,64.84544674647074,48.94711155031529,51.669199734564714,59.217434967779496,37.39654677532967,43.14583021416144,38.0906867644903,47.35186644330705
Cell_671,Unknown,Batch3,Healthy,37.825474770454875,54.391636009715384,51.600661992685424,37.95288328186813,52.54090221743566,58.14124981932632,27.114154836800466,37.88759044314238,46.801915842949214,65.85531585821214,48.60639146043345,55.323394291537184,71.14591264601988,55.530269475772926,40.32606915834725,68.86442639258749,62.48438453670417,41.081690567218864,63.58178234936088,62.96419518535042
Cell_672,Monocyte,Batch3,Disease,44.795100214235426,40.23612941375298,,71.08888063211771,46.564816791798755,41.204320135401424,62.18529335913754,62.846661046802986,64.2204562535861,51.593330820521096,37.618873689921514,59.44200562560739,47.28516703189244,45.49272405039927,48.88625759898645,42.095803370421486,54.40444230121977,49.638541779364736,60.98164259955489,61.72669515830097
Cell_673,NK,Batch2,Healthy,49.36562559015187,,58.32666974275948,50.02886252486808,53.977331199426274,51.449399970509425,54.58423872576589,26.579434813236453,65.48437080992011,49.5537745856472,61.580441512348074,51.400012822464355,,52.28969918457384,71.13315336081769,29.095109086754643,49.015378748514486,45.4596014743024,50.85722458824763,35.57640130168812
Cell_674,T-cell,Batch1,Healthy,56.49384695611361,49.52283125910642,52.709259635096906,47.76036675608886,42.9218341593905,45.68553850687091,50.114691401570795,48.52387955819717,,57.27832965408034,54.17810571273481,error,52.386430361140164,41.825474077686394,56.91831478725237,42.76605893100715,52.92848099766334,44.79304482491945,37.92680072447162,47.67855416605394
Cell_675,Monocyte,Batch1,Disease,48.547883842960786,54.05529226606148,59.53332073112296,49.708891865421826,64.42466328454418,43.70859904996847,46.85811140353558,59.16276852340224,80.96637224981089,64.85070916145887,53.548555949077155,50.75434067652331,error,64.93946621073808,57.06946828290918,47.47888116359381,56.31360932478608,60.57471177153559,46.00195633905717,45.34207786384836
